ccn,hospital_name,hospital_address_1,hospital_address_2,hospital_city,hospital_state,hospital_zip,created,status,hospital_phone,resp_agree_to_committee,resp_agree_to_limits,resp_agree_to_metrics,resp_agree_to_process,resp_can_provide,resp_min_response_times,resp_min_visit_freq,resp_provided_25,additional_information,ij_review,issue_type,reporter,summary
340069,WakeMed Health and Hospitals- Raleigh,3000 New Bern Ave,,Raleigh,NC,27610,2020-12-02 12:51:00,Approved,919-350-8000,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,"{""id"":1,""name"":""IJ data for prior 2 years reviewed."",""mandatory"":true,""rank"":0,""statusId"":""none"",""dueDate"":null,""isHeader"":false,""checked"":false,""priorityId"":null,""assigneeIds"":[],""globalItemId"":16408,""version"":""5.0"",""linkedIssueKey"":null}",Acute Hospital Care at Home - Tier 1,ess_service_account,CCN 340069: Acute Hospital Care at Home Waiver Request
490007,Sentara Norfolk General Hospital,600 Gresham Drive,,Norfolk,VA,23507,2020-12-01 12:49:00,Approved,757-388-3000,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,"Home radiology services can be provided through point of care ultrasound. Other modalities require transportation to an acute care center. Additionally, if needed, we can provide continuous vital sign monitoring.","{""id"":1,""name"":""IJ data for prior 2 years reviewed."",""mandatory"":true,""rank"":0,""statusId"":""none"",""dueDate"":null,""isHeader"":false,""checked"":false,""priorityId"":null,""assigneeIds"":[],""globalItemId"":16408,""version"":""5.0"",""linkedIssueKey"":null}",Acute Hospital Care at Home - Tier 1,ess_service_account,CCN 490007: Acute Hospital Care at Home Waiver Request
260020,Mercy Hospital St. Louis,615 S New Ballas Road,,St. Louis,MO,63141,2020-11-30 16:46:00,Approved,314-251-6000,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,"{""id"":1,""name"":""IJ data for prior 2 years reviewed."",""mandatory"":true,""rank"":0,""statusId"":""none"",""dueDate"":null,""isHeader"":false,""checked"":false,""priorityId"":null,""assigneeIds"":[],""globalItemId"":16408,""version"":""5.0"",""linkedIssueKey"":null}",Acute Hospital Care at Home - Tier 1,ess_service_account,CCN 260020: Acute Hospital Care at Home Waiver Request
330046,Mount Sinai Morningside Hospital,1111 Amsterdam Avenue,,New York,NY,10025,2020-11-25 16:03:00,Approved,212-523-4000,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,"{""id"":1,""name"":""IJ data for prior 2 years reviewed."",""mandatory"":true,""rank"":0,""statusId"":""none"",""dueDate"":null,""isHeader"":false,""checked"":false,""priorityId"":null,""assigneeIds"":[],""globalItemId"":16408,""version"":""5.0"",""linkedIssueKey"":null}",Acute Hospital Care at Home - Tier 1,if9490,330046: Mount Sinai Morningside Hospital
330024,Mount Sinai Hospital,1  Gustave L. Levy Place,,New York,NY,10029,2020-11-25 15:47:00,Approved,212-241-6450,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,"{""id"":1,""name"":""IJ data for prior 2 years reviewed."",""mandatory"":true,""rank"":0,""statusId"":""none"",""dueDate"":null,""isHeader"":false,""checked"":false,""priorityId"":null,""assigneeIds"":[],""globalItemId"":16408,""version"":""5.0"",""linkedIssueKey"":null}",Acute Hospital Care at Home - Tier 1,if9490,330024: Mount Sinai Hospital
220071,Massachusetts General Hospital,55 Fruit Street,,Boston,MA,2114,2020-11-25 15:42:00,Approved,617-726-2000,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,"{""id"":1,""name"":""IJ data for prior 2 years reviewed."",""mandatory"":true,""rank"":0,""statusId"":""none"",""dueDate"":null,""isHeader"":false,""checked"":true,""priorityId"":null,""assigneeIds"":[],""globalItemId"":16408,""version"":""5.0"",""linkedIssueKey"":null}",Acute Hospital Care at Home - Tier 1,if9490,220071: Massachusetts General Hospital
460009,University of Utah Health and Huntsman Cancer Institute,50 N. Medical Drive,,Salt Lake City,UT,84132,2020-11-25 15:38:00,Approved,8015812121,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,"{""id"":1,""name"":""IJ data for prior 2 years reviewed."",""mandatory"":true,""rank"":0,""statusId"":""none"",""dueDate"":null,""isHeader"":false,""checked"":true,""priorityId"":null,""assigneeIds"":[],""globalItemId"":16408,""version"":""5.0"",""linkedIssueKey"":null}",Acute Hospital Care at Home - Tier 1,fahmed1081,CCN 460009:  University of Utah Health and Huntsman Cancer Institute
320021,Presbyterian Hospital/Presbyterian Healthcare Services,"8100 Constitution Pl NE, Suite 400",,Albuquerque,NM,87110,2020-11-25 15:29:00,Approved,505-724-7300,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,"{""id"":1,""name"":""IJ data for prior 2 years reviewed."",""mandatory"":true,""rank"":0,""statusId"":""none"",""dueDate"":null,""isHeader"":false,""checked"":false,""priorityId"":null,""assigneeIds"":[],""globalItemId"":16408,""version"":""5.0"",""linkedIssueKey"":null}",Acute Hospital Care at Home - Tier 1,if9490,320021: Presbyterian Hospital/Presbyterian Healthcare Services
330169,Mount Sinai Beth Israel Hospital,317 East 17th Street,,New York,NY,10003,2020-11-25 15:28:00,Approved,2124202000,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,"{""id"":1,""name"":""IJ data for prior 2 years reviewed."",""mandatory"":true,""rank"":0,""statusId"":""none"",""dueDate"":null,""isHeader"":false,""checked"":true,""priorityId"":null,""assigneeIds"":[],""globalItemId"":16408,""version"":""5.0"",""linkedIssueKey"":null}",Acute Hospital Care at Home - Tier 1,fl9217,CCN 330169: Mount Sinai Beth Israel Hospital
160082,UnityPoint Health System,1200 Pleasant Street,,Des Moines,IA,50309,2020-11-25 15:24:00,Approved,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,"{""id"":1,""name"":""IJ data for prior 2 years reviewed."",""mandatory"":true,""rank"":0,""statusId"":""none"",""dueDate"":null,""isHeader"":false,""checked"":false,""priorityId"":null,""assigneeIds"":[],""globalItemId"":16408,""version"":""5.0"",""linkedIssueKey"":null}",Acute Hospital Care at Home - Tier 1,if9490,160082: UnityPoint Health System: UPaH/UPC
220110,Brigham and Women's Hospital,75 Francis St,,Boston,MA,2115,2020-11-25 15:23:00,Approved,6177325500,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,"{""id"":1,""name"":""IJ data for prior 2 years reviewed."",""mandatory"":true,""rank"":0,""statusId"":""none"",""dueDate"":null,""isHeader"":false,""checked"":false,""priorityId"":null,""assigneeIds"":[],""globalItemId"":16408,""version"":""5.0"",""linkedIssueKey"":null}",Acute Hospital Care at Home - Tier 1,fl9217,CCN 220110: Brigham and Women's Hospital
