ccn,hospital_name,hospital_address_1,hospital_address_2,hospital_city,hospital_state,hospital_zip,hospital_phone,resp_agree_to_committee,resp_agree_to_limits,resp_agree_to_metrics,resp_agree_to_process,resp_can_provide,resp_min_response_times,resp_min_visit_freq,resp_provided_25,additional_information,assignee,attesting_email,attesting_name,attesting_telephone,attesting_title,ij_review,issue_type,reporter,summary,poc_email,poc_name,poc_telephone
50455,San Joaquin Community Hospital dba Adventist Health Bakersfield,2615 Chester Ave,,Bakersfield ,CA,93301,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,"If further details are needed for CMS to understand the inclusion and exclusion criteria to assess the appropriateness of AHH@H services for Medicare beneficiaries, we respectfully request an opportunity to supplement this application with additional information.",OJ491,vanhouh1@ah.org,Heather Van Housen,6618696180,,"{""id"":1,""name"":""IJ data for prior 2 years reviewed."",""mandatory"":true,""rank"":0,""statusId"":""none"",""dueDate"":null,""isHeader"":false,""checked"":false,""priorityId"":null,""assigneeIds"":[],""globalItemId"":16408,""version"":""5.0"",""linkedIssueKey"":null}",Acute Hospital Care at Home - Tier 1,ess_service_account,CCN 050455: Acute Hospital Care at Home Waiver Request,Carrj@ah.org,"Jeremy Carr, Program Manager",916-406-2016
50301,Adventist Health Ukiah Valley,275 Hospital Dr,,Ukiah,CA,95482,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,"If further details are needed for CMS to understand the inclusion and exclusion criteria to assess the appropriateness of AHH@H services for Medicare beneficiaries, we respectfully request an opportunity to supplement this application with additional information.",OJ491,GivensLS@ah.org,Linda Givens,707-456-3311,,"{""id"":1,""name"":""IJ data for prior 2 years reviewed."",""mandatory"":true,""rank"":0,""statusId"":""none"",""dueDate"":null,""isHeader"":false,""checked"":false,""priorityId"":null,""assigneeIds"":[],""globalItemId"":16408,""version"":""5.0"",""linkedIssueKey"":null}",Acute Hospital Care at Home - Tier 1,ess_service_account,CCN 050301: Acute Hospital Care at Home Waiver Request,Carrj@ah.org,"Jeremy Carr, Program Manager",916-406-2016
520070,Mayo Clinic Health System-Northwest Wisconsin Region,1221 Whipple Street,,Eau Claire,WI,54703-5270,715-838-3311,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,"Mayo Clinic Health System-Northwest Wisconsin Region, Inc. has an existing acute care at home program operated out of a separate entity.  This program operates at a system level and the hospital is part of the system. The program in Eau Claire has treated more than 25 patients discharged from the Eau Claire hospital. Eau Claire has an existing infrastructure to provide these services under their current program. If the longer form is applicable in this situation, please let us know.",,Craig.Jason@mayo.edu,Jason Craig,715-838-5408,,"{""id"":1,""name"":""IJ data for prior 2 years reviewed."",""mandatory"":true,""rank"":0,""statusId"":""none"",""dueDate"":null,""isHeader"":false,""checked"":false,""priorityId"":null,""assigneeIds"":[],""globalItemId"":16408,""version"":""5.0"",""linkedIssueKey"":null}",Acute Hospital Care at Home - Tier 1,ess_service_account,CCN 520070: Acute Hospital Care at Home Waiver Request,Rutledge.Rachel@mayo.edu,Rachel Rutledge,904-669-2121
440039,Vanderbilt University Medical Center,1211 Medical Center Drive,,Nashville,TN,37232,615 322-5000,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,,Wright.pinson@vumc.org,C. Wright Pinson,615-343-9324,,"{""id"":1,""name"":""IJ data for prior 2 years reviewed."",""mandatory"":true,""rank"":0,""statusId"":""none"",""dueDate"":null,""isHeader"":false,""checked"":false,""priorityId"":null,""assigneeIds"":[],""globalItemId"":16408,""version"":""5.0"",""linkedIssueKey"":null}",Acute Hospital Care at Home - Tier 1,ess_service_account,CCN 440039: Acute Hospital Care at Home Waiver Request,deede.wang@vumc.org,"Deede Wang, Quality Reporting Administrator",615-429-8481
100151,Mayo Clinic Florida,4500 San Pablo Road S.,,Jacksonville,FL,32224-1865,904-953-2000,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,,dunn.ajani@mayo.edu,AJ Dunn,,Chief Administrative Officer,"{""id"":1,""name"":""IJ data for prior 2 years reviewed."",""mandatory"":true,""rank"":0,""statusId"":""none"",""dueDate"":null,""isHeader"":false,""checked"":false,""priorityId"":null,""assigneeIds"":[],""globalItemId"":16408,""version"":""5.0"",""linkedIssueKey"":null}",Acute Hospital Care at Home - Tier 1,ess_service_account,CCN 100151: Acute Hospital Care at Home Waiver Request,Rutledge.Rachel@mayo.edu,Rachel Rutledge,904-669-2121
520037,Marshfield Medical Center-Marshfield,611 Saint Joseph Avenue,,Marshfield,WI,54449,7153871713,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,"Marshfield Medical Center - Marshfield (CCN#: [520037]), part of Marshfield Clinic Health System currently offers a hospital at home clinical program through a partnership with Contessa Health. Marshfield Medical Center - Marshfield has seen 430 patients to-date in the hospital at home program. The program has in-home nurses, admitting and treating providers, virtual nurses, social workers and other professionals, which are all part of a single team that administers the program. This hospital at home clinical program has already established comprehensive protocols, procedures, and best practices for treating inpatient-eligible, medical patients in their homes. An already assembled and trained multidisciplinary care team and integrated ancillary provider network enable hospital-equivalent services to be provided to patients in a highly-coordinated, efficient and safe manner. Additional details around the current hospital at home program infrastructure include: Specially trained and competency-verified physicians (hospitalists), nurses, and ancillary providers dedicated to providing hospital equivalent services to inpatient-eligible patients in their homes. Best practice procedures and protocols developed through extensive experience treating hospital-level patients at home to ensure safety and a consistent patient experience.A robust network of hospital-owned and contracted providers to deliver services including, but not limited to, extended in-home nursing and therapy visits, durable medical equipment, home infusion, labs, mobile imaging, transportation, etc. Comprehensive processes for logistics management, care team communication, and documentation workflows to ensure clinical information capture and continuity of patient care. Evidence-based set of escalation protocols which identify changes in patient condition early and facilitate provider intervention where needed. A thorough oversight structure at the hospital and system-wide level including trained medical directors, a multidisciplinary quality control council, and reporting competencies to track patient outcomes.",,murali.narayana@marshfieldclinic.org,Narayana Murali,7153875253,,"{""id"":1,""name"":""IJ data for prior 2 years reviewed."",""mandatory"":true,""rank"":0,""statusId"":""none"",""dueDate"":null,""isHeader"":false,""checked"":false,""priorityId"":null,""assigneeIds"":[],""globalItemId"":16408,""version"":""5.0"",""linkedIssueKey"":null}",Acute Hospital Care at Home - Tier 1,ess_service_account,CCN 520037: Acute Hospital Care at Home Waiver Request,murali.narayana@marshfieldclinic.org,Narayana S Murali,7153875253
420078,Greenville Memorial Hospital,701 Grove Road,,Greenville,SC,29605,864-455-7000,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,,angelo.sinopoli@prismahealth.org,Angelo Sinopoli,864-797-7805,,"{""id"":1,""name"":""IJ data for prior 2 years reviewed."",""mandatory"":true,""rank"":0,""statusId"":""none"",""dueDate"":null,""isHeader"":false,""checked"":false,""priorityId"":null,""assigneeIds"":[],""globalItemId"":16408,""version"":""5.0"",""linkedIssueKey"":null}",Acute Hospital Care at Home - Tier 1,ess_service_account,CCN 420078: Acute Hospital Care at Home Waiver Request,angela.orsky@prismahealth.org,Angela Orsky,864-797-7924
340173,WakeMed Health and Hospitals- Cary,1900 Kildaire Farm Road,,Cary,NC,27518,919-350-8000,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,,tohughes@wakemed.org,Thomas Hughes,919 350 1396,,"{""id"":1,""name"":""IJ data for prior 2 years reviewed."",""mandatory"":true,""rank"":0,""statusId"":""none"",""dueDate"":null,""isHeader"":false,""checked"":false,""priorityId"":null,""assigneeIds"":[],""globalItemId"":16408,""version"":""5.0"",""linkedIssueKey"":null}",Acute Hospital Care at Home - Tier 1,ess_service_account,CCN 340173: Acute Hospital Care at Home Waiver Request,jmclucas-ingold@wakemed.org,Jennifer McLucas,919-350-0236
340069,WakeMed Health and Hospitals- Raleigh,3000 New Bern Ave,,Raleigh,NC,27610,919-350-8000,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,,bandrews@wakemed.org,Rebecca Andrews,919 350 8032,,"{""id"":1,""name"":""IJ data for prior 2 years reviewed."",""mandatory"":true,""rank"":0,""statusId"":""none"",""dueDate"":null,""isHeader"":false,""checked"":false,""priorityId"":null,""assigneeIds"":[],""globalItemId"":16408,""version"":""5.0"",""linkedIssueKey"":null}",Acute Hospital Care at Home - Tier 1,ess_service_account,CCN 340069: Acute Hospital Care at Home Waiver Request,jmclucas-ingold@wakemed.org,Jennifer McLucas,919-350-0236
490007,Sentara Norfolk General Hospital,600 Gresham Drive,,Norfolk,VA,23507,757-388-3000,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,"Home radiology services can be provided through point of care ultrasound. Other modalities require transportation to an acute care center. Additionally, if needed, we can provide continuous vital sign monitoring.",,jrasher@sentara.com,Jordan Asher MD,757-455-7594,,"{""id"":1,""name"":""IJ data for prior 2 years reviewed."",""mandatory"":true,""rank"":0,""statusId"":""none"",""dueDate"":null,""isHeader"":false,""checked"":false,""priorityId"":null,""assigneeIds"":[],""globalItemId"":16408,""version"":""5.0"",""linkedIssueKey"":null}",Acute Hospital Care at Home - Tier 1,ess_service_account,CCN 490007: Acute Hospital Care at Home Waiver Request,clfindla@sentara.com,Colin Findlay,757-692-5600
260020,Mercy Hospital St. Louis,615 S New Ballas Road,,St. Louis,MO,63141,314-251-6000,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,,Stephen.Mackin@mercy.net,Steve Macking,314-251-1976,,"{""id"":1,""name"":""IJ data for prior 2 years reviewed."",""mandatory"":true,""rank"":0,""statusId"":""none"",""dueDate"":null,""isHeader"":false,""checked"":false,""priorityId"":null,""assigneeIds"":[],""globalItemId"":16408,""version"":""5.0"",""linkedIssueKey"":null}",Acute Hospital Care at Home - Tier 1,ess_service_account,CCN 260020: Acute Hospital Care at Home Waiver Request,Gavin.Helton@Mercy.Net,Gavin Helton,636-237-4102
330046,Mount Sinai Morningside Hospital,1111 Amsterdam Avenue,,New York,NY,10025,212-523-4000,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,,Jeremy.Boal@mssm.edu,Jeremy Boal,212-659-9089,,"{""id"":1,""name"":""IJ data for prior 2 years reviewed."",""mandatory"":true,""rank"":0,""statusId"":""none"",""dueDate"":null,""isHeader"":false,""checked"":false,""priorityId"":null,""assigneeIds"":[],""globalItemId"":16408,""version"":""5.0"",""linkedIssueKey"":null}",Acute Hospital Care at Home - Tier 1,if9490,330046: Mount Sinai Morningside Hospital,albert.siu@mssm.edu,Albert Siu,212-241-4290
330024,Mount Sinai Hospital,1  Gustave L. Levy Place,,New York,NY,10029,212-241-6450,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,,Jeremy.Boal@mssm.edu,Jeremy Boal,212-659-9089,,"{""id"":1,""name"":""IJ data for prior 2 years reviewed."",""mandatory"":true,""rank"":0,""statusId"":""none"",""dueDate"":null,""isHeader"":false,""checked"":false,""priorityId"":null,""assigneeIds"":[],""globalItemId"":16408,""version"":""5.0"",""linkedIssueKey"":null}",Acute Hospital Care at Home - Tier 1,if9490,330024: Mount Sinai Hospital,albert.siu@mssm.edu,Albert Siu,212-241-4290
220071,Massachusetts General Hospital,55 Fruit Street,,Boston,MA,2114,617-726-2000,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,,wcurry@mgh.harvard.edu,"William Curry, MD",617-724-4549,Chief Medical Officer,"{""id"":1,""name"":""IJ data for prior 2 years reviewed."",""mandatory"":true,""rank"":0,""statusId"":""none"",""dueDate"":null,""isHeader"":false,""checked"":true,""priorityId"":null,""assigneeIds"":[],""globalItemId"":16408,""version"":""5.0"",""linkedIssueKey"":null}",Acute Hospital Care at Home - Tier 1,if9490,220071: Massachusetts General Hospital,sdorner@mgh.harvard.edu,"Stephen Dorner, MD, MPH, MSc",404-444-8488
460009,University of Utah Health and Huntsman Cancer Institute,50 N. Medical Drive,,Salt Lake City,UT,84132,8015812121,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,,Thomas.Miller@hsc.utah.edu,Thomas Miller,8015812121,CMO,"{""id"":1,""name"":""IJ data for prior 2 years reviewed."",""mandatory"":true,""rank"":0,""statusId"":""none"",""dueDate"":null,""isHeader"":false,""checked"":true,""priorityId"":null,""assigneeIds"":[],""globalItemId"":16408,""version"":""5.0"",""linkedIssueKey"":null}",Acute Hospital Care at Home - Tier 1,fahmed1081,CCN 460009:  University of Utah Health and Huntsman Cancer Institute,Karen.Titchener@hci.utah.edu,Karen Titchener,801 213 6215
320021,Presbyterian Hospital/Presbyterian Healthcare Services,"8100 Constitution Pl NE, Suite 400",,Albuquerque,NM,87110,505-724-7300,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,,dshafer@phs.org,Darren Shafer,505-463-8763,,"{""id"":1,""name"":""IJ data for prior 2 years reviewed."",""mandatory"":true,""rank"":0,""statusId"":""none"",""dueDate"":null,""isHeader"":false,""checked"":false,""priorityId"":null,""assigneeIds"":[],""globalItemId"":16408,""version"":""5.0"",""linkedIssueKey"":null}",Acute Hospital Care at Home - Tier 1,if9490,320021: Presbyterian Hospital/Presbyterian Healthcare Services,CStuddard@phs.org,Catrece Studdard,505-559-7030
330169,Mount Sinai Beth Israel Hospital,317 East 17th Street,,New York,NY,10003,2124202000,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,,Jeremy.Boal@gmail.com,Jeremy Boal,2126599089,,"{""id"":1,""name"":""IJ data for prior 2 years reviewed."",""mandatory"":true,""rank"":0,""statusId"":""none"",""dueDate"":null,""isHeader"":false,""checked"":true,""priorityId"":null,""assigneeIds"":[],""globalItemId"":16408,""version"":""5.0"",""linkedIssueKey"":null}",Acute Hospital Care at Home - Tier 1,fl9217,CCN 330169: Mount Sinai Beth Israel Hospital,Albert.Siu@mssm.edu,Albert Siu,2122414290
160082,UnityPoint Health System,1200 Pleasant Street,,Des Moines,IA,50309,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,,David.williams@unitypoint.org,David Williams,,,"{""id"":1,""name"":""IJ data for prior 2 years reviewed."",""mandatory"":true,""rank"":0,""statusId"":""none"",""dueDate"":null,""isHeader"":false,""checked"":false,""priorityId"":null,""assigneeIds"":[],""globalItemId"":16408,""version"":""5.0"",""linkedIssueKey"":null}",Acute Hospital Care at Home - Tier 1,if9490,160082: UnityPoint Health System: UPaH/UPC,dianne.schultz@unitypoint.org,Dianne Schultz,(515) 727-1191
220110,Brigham and Women's Hospital,75 Francis St,,Boston,MA,2115,6177325500,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,,SEAPPEN@BWH.HARVARD.EDU,"Sunil Eappen, MD MBA",6175253482,,"{""id"":1,""name"":""IJ data for prior 2 years reviewed."",""mandatory"":true,""rank"":0,""statusId"":""none"",""dueDate"":null,""isHeader"":false,""checked"":false,""priorityId"":null,""assigneeIds"":[],""globalItemId"":16408,""version"":""5.0"",""linkedIssueKey"":null}",Acute Hospital Care at Home - Tier 1,fl9217,CCN 220110: Brigham and Women's Hospital,sdorner@mgh.harvard.edu,"Stephen Dorner, MD, MPH, MSc",404-444-8488
